text,source,expertise
,new_data_set,Mathematik
,de_v2,Materialflussplanung
"Aus diesem Grunde wird erwartet, dass Erfahrung in den verschiedenen Tools wie Prozessanalyse, Überprüfung und Optimierung der aktuellen Langerhaltung anhand geeigneter Analysemethoden (ABC/ XYZ, Lagerumschlag, Materialflussanalyse, etc.) für die jeweiligen Produkte (Flächenlager, Palettenlager, HRL, Kanban, etc.) vorhanden sind.",new_data_set,Materialflussanalyse
"Entwicklung von Standortstrukturen, Layout-, Materialfluss- und Prozesskonzepten und Definition der Anforderungen an die IT-Unterstützung",new_data_set,Materialflussanalyse
,de_v2,Materialfluss
,de_v2,Materialeinkauf
,de_v3,Materialbeschaffung und Preiskalkulation
,de_v3,Materialbeschaffung
,de_v3,Materialbedarfsermittlung
,de_v2,Materialbearbeitung
,de_v3,Massivbau
Massenfertigung,new_data_set,Massenfertigung
,de_v2,Massenermittlung
zerspanenden Industrie,new_data_set,Maschinenwesen
Feinwerktechnik oder vergleichbar,new_data_set,Maschinenwesen
,new_data_set,Maschinentechnik
,de_v3,Maschinenbeschaffung
,de_v3,Maschinenbaukonstruktion
Maschinenbau,new_data_set,Maschinenbau
Maschinenbau & Automation,new_data_set,Maschinenbau
Erfolgreich abgeschlossenes Ingenieursstudium im Bereich Maschinenbau,new_data_set,Maschinenbau
,new_data_set,Maschinen- und Anlagenbau
,de_v3,Marktuntersuchung
Marktanalysen und Umsetzung der eigenen Marktstrategie,new_data_set,Marktstrategie
,new_data_set,Marktstrategie
,new_data_set,Marktinformationen analysieren
,de_v3,Marktentwicklung
,de_v2,Markteinführung
,de_v3,Marktbeochachtung
,de_v3,Marktbeobachtungen und Vertriebs- und Akquisestrategien
,de_v3,Marktbeobachtung und Wettbewerbsvergleich
,de_v3,Marktbeobachtung und Analyse
"Marktbeobachtung sowie -analyse und Erarbeitung darauf basierender Planungen, kundenspezifischer Strategien",new_data_set,Marktbeobachtung
"Strategisches Denken, Erkennen von Kundenbedürfnissen und Anbieten passender Lösungen.",new_data_set,Marktbeobachtung
"Identifikation von Potenzialen mittels Marktforschung, Ermitteln von Kunden-Bedürfnissen und Wünschen",new_data_set,Marktbeobachtung
,de_v3,Marktanalysen
,de_v2,Marktanalyse
,de_v3,Markt-/Technologiewissen Elektronik
,new_data_set,Markt- und Wettbewerbsbeobachtung
Konzipieren und realisieren einer ganzheitliche Marketingstrategie,new_data_set,Marketingstrategie
Sie sind für die Konzeption und Weiterentwicklung der Marketingstrategie,new_data_set,Marketingstrategie
Verantwortung der strategischen und konzeptionellen Weiterentwicklung des Marketings,new_data_set,Marketingstrategie
,de_v3,Marketingmanagement
"Eine nachweisliche Erfolgsbilanz im Bereich Marketing und Innovation, von der Konzeption bis zur Markteinführung",de_v1,Marketing-Führung
Beurteilung von innovativen Produktentwicklungen und Sicherstellung deren erfolgreicher Markteinführung,new_data_set,Marketingführung
"Nachgewiesene Erfolgsgeschichte im Marketing von biopharmazeutischen Produkten, einschließlich Marketing und optionalem Vertrieb auf dem deutschen Impfstoffmarkt.",new_data_set,Marketingführung
Einführungsprozess Neuprodukte – generelle Produktbetreuung intern von der Artikelanlage bis zur ersten Serienbestellung,new_data_set,Marketingführung
Von der ersten Idee bis zum Launch führen Sie Produktinnovationen durch den Gatekeeping-Prozess.,new_data_set,Marketingführung
Für die Einführung und Betreuung von Neuprodukten in der Produktion bist du ebenfalls verantwortlich,new_data_set,Marketingführung
Implementierung über die Integration bis zum Produktvertrieb,new_data_set,Marketingführung
,de_v2,Marketingcontrolling
Sie definieren eine umfassende Marketing- und Verkaufsstrategie und setzen diese mit Ihren Aussendienstmitarbeitern um,new_data_set,Marketing- und Verkaufsstrategie
,de_v3,Marketing und Marktforschung
"idealerweise 3 - 5 Jahre Berufserfahrung im Marketing oder Brand Management in der pharmazeutischen Industrie im Bereich Endokrinologie, Nephrologie oder Pädiatrie",new_data_set,Marketing / Brand Management
,new_data_set,Marketing
,de_v2,Markenstrategie
,de_v3,Markenrecht
Bereichern Sie unser internationales Marketing für NUK in der Abteilung Global Brand Development,new_data_set,Markenportfoliomanagement
"In einem Markenportfolio versammelt ein Unternehmen die Gesamtheit seiner Marken – seien es B2B-Marken oder B2C-Marken, selbst entwickelte oder gekaufte Brands mit homogenen oder heterogenen Produkten",new_data_set,Markenportfoliomanagement
Viel Entscheidungsfreiraum und die Möglichkeit seine eigene Marke zu,new_data_set,Markenportfoliomanagement
Globale Verantwortung für das Produktportfolio,new_data_set,Markenportfoliomanagement
"Sie werden das exklusive Markenportfolio auf globaler Basis selbstständig verwalten, entwickeln und ausbauen",new_data_set,Markenportfoliomanagement
Koordinierung von bereichsübergreifenden Markenmanagement-Bemühungen.,new_data_set,Markenportfoliomanagement
Sie sind Hauptverantwortlich für den Markenauftritt von Wetrok über alle Kommunikationswege hinweg,de_v3,Markenauftritt
,de_v3,maritime Infrastruktur
,de_v3,Manufacturing Engineering
,de_v3,Management-Reporting
,de_v2,Managementberatung
,de_v3,Management und Steuerung Kundenprojekte
,de_v2,Management HSE-Projekte
Sie verantworten gemeinsam mit Ihrem Team die operative und strategische Personalarbeit der Hauptniederlassung in Produktion und Verwaltung,new_data_set,Management
Als Finance Manager sind Sie mit Ihrem Team von 3 Mitarbeitern verantwortlich für die Bereiche Rechnungswesen und Controlling und im Zuge der weiteren Entwicklung auch für die IT und HR,new_data_set,Management
Führung des internen Redaktionsteams (3-5 Mitarbeiter/innen),new_data_set,Management
Ihr obliegt die fachliche und disziplinarische Führung von 12 unterstellten Führungskräften sowie rund 200 Mitarbeitenden.,new_data_set,Management
Ihr Durchsetzungsvermögen und ihre Verantwortungsbereitschaft sind stark ausgeprägt,new_data_set,Management
Verhandlungsgeschick und sicheres Auftreten gegenüber Geschäftspartnern,new_data_set,Management
Direkte Berichterstattung an die Geschäftsführung und den COO und fachliche und disziplinarische Führung des QM/RA Teams mit aktuell 4 Mitarbeitern,new_data_set,Management
"Führung der Bereiche Technik und Produktion, gebündelt durch drei Abteilungsleiter",new_data_set,Management
"Verhandlungsgeschick, ausgeprägtes Engagement, hohe Belastbarkeit",new_data_set,Management
"Das Team Instandhaltung (ca. 5 Elektriker + 5 Schlosser) fachlich und disziplinarisch führen, motivieren und koordinieren",new_data_set,Management
"Selbstverständlich stellen Sie als Leiter des Personalfachbereichs die Schnittstelle und den Ansprechpartner zu allen anderen Bereichsleitern (Marketing, Vertrieb, Finanzen, IT und der Fertigung & Entwicklung, etc) dar.",new_data_set,Management
Als Bindeglied und Koordinationsstelle zwischen Konzernvorgaben (Unternehmensentwicklung) und Umsetzung in der Beschaffung agieren,new_data_set,Management
"Strategisch, Führungsstark, Verhandlungssicher",new_data_set,Management
Sie sind verantwortlich für die fachliche Führung und Entwicklung der Mitarbeiter Ihrer Fachabteilung Gebäude- und Anlagentechnik,new_data_set,Management
"Operative Leitung und strategische Entwicklung des Funktionsbereiches Controlling (Funktions-, Projekt- sowie Werkscontrolling) sowie ziel- und ergebnisorientierte Führung sowie Entwicklung der Ihnen zugeordneten Mitarbeitenden",new_data_set,Management
Abteilungsleitung mit fachlicher und disziplinarischer Führung von 6 Mitarbeitern,new_data_set,Management
Führungserfahrung und Führungsstärke gepaart mit Hands-on-Mentalität,new_data_set,Management
"Technisch-fachliche Führung des Gutachterteams, kaufmännisches Controlling aller Projekte sowie Qualitätsmanagement",new_data_set,Management
"Fachliche Führung eines Teams aus Entwicklern, Engineers, Consultants, sowie enge Zusammenarbeit mit externen Stakeholdern",new_data_set,Management
"Koordination und Zusammenarbeit mit internen und externen Stakeholdern wie Bauherren, Ingenieuren und Behörden",new_data_set,Management
Fachliche und disziplinarische Führung der Mitarbeiter in Absprache mit der Geschäftsführung und der Personalleitung,new_data_set,Management
"Enge Zusammenarbeit mit der Geschäftsleitung, der Qualitätssicherung und der technischen Leitung",new_data_set,Management
"Sie führen disziplinarisch und fachlich den technischen Bereich der Stadtwerke mit den Teams technische Dienste, Wasser, Abwasser/ Kläranlage, Tiefbau sowie Waldbad.",new_data_set,Management
"Fachliche und disziplinarische Führung und Entwicklung des Produktionsteams (3 Schichtführer sowie ca. 40 Anlagenführer, Bediener etc.)",new_data_set,Management
"Sie überzeugen durch Flexibilität, Teamfähigkeit und Durchsetzungsvermögen",new_data_set,Management
,de_v3,Managed Systems
,de_v3,Managed Network
,de_v3,Mammachirurgie
,de_v2,Maintenance / Inspection / Technology
In dieser Rolle übernehmen die Verantwortung für Maintenance- und Support-Aufgaben.,new_data_set,Maintenance
Sie verfügen über mehrjährige operative Berufserfahrungen im Bereich Maintenance,new_data_set,Maintenance
Mitwirkung bei Beschaffung und Verwaltung von Hard- und Software,new_data_set,Maintenance
Unterstützung bei der Fehlerbehebung und kontinuierlichen Verbesserung der Systeme und Schnittstellen.,new_data_set,Maintenance
,de_v3,Mainframe
,de_v3,Mahnwesen
,de_v2,Magnetresonanztomographie
,de_v3,Magnesiumguss
,de_v3,Magnesium-Druckguss
,new_data_set,Machbarkeitsanalysen
Idealerweise Erfahrung mit M365 / Azure,new_data_set,M365
,de_v3,M&A-Prozessen
Exposition und Erfahrung mit M&A und der Integration von Unternehmen,de_v1,M&A
Engagement in globalen M&A-Aktivitäten sowie in Post-Merger-Integrationsprojekten,de_v1,M&A
Unterstützung des M&A-Prozesses,de_v1,M&A
Zusammenarbeit mit dem M&A-Team bei potenziellen Übernahmen,de_v1,M&A
"Erfahrung im Bereich Start-up und Exit, vorzugsweise mit M&A-Hintergrund",de_v1,M&A
Vorbereitung und Teilnahme an technischen Vergabeverhandlungen,new_data_set,M&A
"Unternehmensbewertungen und Due Diligence Prüfungen, Begleitung von altersbedingten Unternehmensverkäufen",new_data_set,M&A
Erfahrung in der Integration von zugekauften Unternehmen oder Geschäftsbereichen,new_data_set,M&A
Unterstützung bei der fachlichen Vorbereitung von Vertragsverhandlungen,new_data_set,M&A
"Verständnis für Anforderungen an ein Private Equity-geführtes Unternehmen (M&A, Bankenreporting, Exit Vorbereitung)",new_data_set,M&A
"Sehr gute Kenntnisse im Projekteinkauf, Angebotsvergleich, Lieferantenauswahl, Vertragsrecht",new_data_set,M&A
Sicherstellung der Post Merger Integration,new_data_set,M&A
Exposition und Erfahrung mit M&A und der Integration von Unternehmen,new_data_set,M&A
Engagement in globalen M&A-Aktivitäten sowie in Post-Merger-Integrationsprojekten,new_data_set,M&A
"Unterstützung des M&A-Prozesses, wo erforderlich",new_data_set,M&A
Zusammenarbeit mit dem M&A-Team bei potenziellen Übernahmen,new_data_set,M&A
"Erfahrung im Bereich Start-up und Exit, vorzugsweise mit M&A-Hintergrund",new_data_set,M&A
"Umfassende Einblicke in die Bereiche Strategie, Beteiligungsmanagement, strategische Unternehmensentwicklung und M&A",new_data_set,M&A
,de_v3,LWL Glasfaser
"Bronchoskopie mit Durchführung aller bioptischer Verfahren und mit Einsatz interventioneller Techniken, EBUS, Einstellungen auf eine außerklinische nichtinvasive Beatmung, breite Lungenfunktionsdiagnostik",new_data_set,Lungenfunktionsdiagnostik
,de_v3,Lung Compliance
,new_data_set,Lüftungstechnik
,de_v3,Lüftungssteuerung
,de_v3,Lufttechnik
,de_v3,Luftfahr
,de_v3,Luftentfeuchter
,de_v3,Luft- und Raumfahrt
Sehr gute Lucanet-Kenntnisse,de_v3,Lucanet
,new_data_set,LS-Systemen
,de_v3,LPH 5-9
,de_v3,LPH 5-8
,de_v3,LPH 5+6
"Planung, Ausschreibung, Vergabe, Bauleitung und Abrechnung kommunaler Baumaßnahmen (LPH 1-9 HOAI)",new_data_set,LPH 1-9 HOAI
,de_v3,LPH 1-9
,de_v3,Low Volume Manufacturing
,de_v3,Lösungsvertrieb
,de_v3,Lohnsteuerrecht
,de_v3,Lohnsteuer
,de_v3,Lohnabrechnung
,new_data_set,Lohn- und Gehaltsabrechnung
,de_v3,Logistikprozesse
Mitwirkung am Ausbau unseres Beratungsangebots in der Fabrik- und Logistikplanung und Unterstützung unseres Vertriebs.Dein Profil // Fabrikwandler,new_data_set,Logistikplanung
Logistikimmobilien sind der Dreh- und Angelpunkt in den Lieferketten des Handels,new_data_set,Logistikimmobilien
,de_v3,Logistikhallenbau
,de_v2,Logistikcontrolling
,de_v3,Logistik und Transportwesen
Außerdem verfügen Sie über tiefgehende Erfahrung im Logistik-Umfeld,new_data_set,Logistik
Fundiertes Wissen über die Logistikbranche und deren Trends,new_data_set,Logistik
Fundierte Kenntnisse der Logistikbranche und ihrer aktuellen Entwicklungen,new_data_set,Logistik
,de_v2,Logistics Management
,de_v3,LMZ
,de_v3,Liquidity Planning
,de_v2,Liquiditätsplanung/-Überwachung
,de_v3,Liquiditätsplanung
Liquiditätsmanagement inklusive Planung: Sicherstellung ausreichender Liquiditätsreserven und strategische Liquiditätsplanung.,new_data_set,Liquiditätsmanagement
,new_data_set,Liquidität
Linux-Knowhow und die Entwicklung smarter Ideen,new_data_set,Linux
"Design, Entwicklung und Programmierung von Applikationen für Embedded-Systeme unter Linux
Konzeption und Realisierung neuer Softwaremodule
Test und Konfiguration des Linux Kernels
Unterstützung bei der Integration der Produkte",new_data_set,Linux
Führungserfahrung in technologiegetriebenem Life-Science-Umfeld,new_data_set,Life Science
solide Erfahrung in der Beschaffung von Entwicklungsdienstleistungen auf globaler Basis in der Life Science Industrie,new_data_set,Life Science
,de_v3,Lieferverträge
,de_v3,Lieferterminüberwachung
,de_v3,Liefermanagement
herausfordernder Lieferketten und knapper Logistikkapazitäten aktiv voranzutreiben.,de_v3,Lieferketten
Weiterentwicklung bestehender Lieferanten durch qualifiziertes Lieferantenmanagement,new_data_set,Lieferantenmanagement
"Aufbau, Qualifizierung und Sicherstellung der Verfügbarkeit eines bedarfsgerechten Lieferantenportfolios",new_data_set,Lieferantenmanagement
,de_v3,Lieferantenentwicklung
"mit dem Rating vergleichbare systematische Beurteilung, welche die Leistung von Lieferanten oder Dienstleistern anhand vorher definierter Merkmale bewerten soll",new_data_set,Lieferantenbewertung
,de_v2,Leitungskompetenz
,new_data_set,Leitung
Sie übernehmen die Massenermittlung sowie die Erstellung der Leistungsverzeichnisse,new_data_set,Leistungsverzeichnisse
,new_data_set,Leistungsverzeichnis
,de_v3,Leistungsverrechnung
Auf Basis betriebswirtschaftlicher Kennzahlen steuern Sie das operative Geschäft und sind für das wirtschaftliche Ergebnis mitverantwortlich,new_data_set,Leistungskennzahlen
Schaltungsdesign und Auslegung von Leistungselektronik für dreiphasige Frequenzumrichter bis 10 kW,new_data_set,Leistungselektronik
Entwickeln von Regelungsalgorithmen für die Netzintegration von leistungselektronischen Umrichtern,new_data_set,Leistungselektronik
"Auslegung von Transformatoren, Drosseln und Lastwiderständen",new_data_set,Leistungselektronik
Durchführung komplexer Entwicklungsaufgaben im Bereich der Leistungselektronik vom Prototypen bis zur Serie für die Luftfahrtindustrie,new_data_set,Leistungselektronik
,new_data_set,Leistungselektronik
,de_v3,Lehrplanentwicklung
,de_v3,LEH
,de_v3,Lebensmitteltechnik
,de_v3,Lebensmittelproduktion
,de_v3,Lebensmittelherstellung
Mehrjährige Erfahrung in vergleichbarer Aufgabenstellung im Lebensmitteleinzelhandel,new_data_set,Lebensmitteleinzelhandel
Sie bringen Verkaufserfahrung sowie Erfahrung in der Lebensmittelbranche mit,new_data_set,Lebensmitteleinzelhandel
Mehrjährige Erfahrung in vergleichbarer Aufgabenstellung im Lebensmitteleinzelhandel auf der Großfläche,new_data_set,Lebensmitteleinzelhandel
,de_v3,Lean-Management
,de_v2,Lean Six Sigma
,de_v3,Lean Production
,de_v3,Lean Manufacturing
Sicherstellung der nachhaltigen Nutzung von Ressourcen und Förderung einer Lean-Management-Kultur im Unternehmen,new_data_set,Lean Management
Kenntnisse im Lean-Management von Vorteil,new_data_set,Lean Management
Zusatzausbildung im Bereich Lean Management wünschenswert,new_data_set,Lean Management
Idealerweise bist du auch mit dem Lean-Management vertraut,new_data_set,Lean Management
,de_v3,Lean / Six Sigma
Mit den Methodiken von Lean Manufacturing resp.,new_data_set,Lean
Prozessoptimierungen nach Lean Management,new_data_set,Lean
Erfahrung im Lean-Management,new_data_set,Lean
,de_v3,Lead Construction
LCS (globale After-Sales-Prozesse),de_v3,LCS
,de_v3,Layoutplanung
,de_v3,Launcherfahrung
,de_v3,Lastenhefte
,de_v3,Lasertechnik
,de_v3,Lärmschutz
Fachrichtung Garten- und Landschaftsbau mit mehrjähriger Berufs- und Führungserfahrung,new_data_set,Landschaftsbau
Absolvierte Ausbildung im Bereich Garten- und Landschaftsbau,new_data_set,Landschaftsbau
"Fachhochschulabschluss (z.B. Planung, Bau, Umwelt, Landschaft)",new_data_set,Landschaftsbau
,de_v3,LAN/WAN
,de_v2,Lagertechnik
,de_v3,Lagerlogistik
,de_v3,Lagerleitung
,de_v2,Lagerbewirtschaftung
,de_v3,Lagerbestandsmanagement
,de_v3,LabView
,de_v3,LAA-Okkluder
,new_data_set,KYC-Compliance
KYC-Compliance Spezialist,de_v3,KYC
,new_data_set,KWK
Lean Management und KVP,new_data_set,KVP
können KVP Prozesse nachhaltig etablieren,new_data_set,KVP
Lean Management / KVP sind Ihnen bestens vertraut,new_data_set,KVP
,de_v3,Kupferlegierungen
,new_data_set,Kunststofftechnik
technischen Kunststoffformteilen,new_data_set,Kunststoff
Erfahrung im Bereich Kunststoffproduktion und Maschinenbau,new_data_set,Kunstoffproduktion/ Maschinenbau
Berufs- und Führungserfahrung in einem Produktionsbetrieb innerhalb der kunststoffverarbeitenden Automobilzulieferindustrie,new_data_set,Kunstoffproduktion/ Maschinenbau
Branchenerfahrung im Maschinenbau,new_data_set,Kunstoffproduktion/ Maschinenbau
,de_v3,Kundenworkshops
"Ausarbeitung und konsequente Verfolgung von schlüssigen Kundenstrategien, angefangen von Entry-Projekten bis zu Customer-Development-Strategien für die jeweiligen Accounts.",new_data_set,Kundenstrategiemanagement
"Strategische und operative Weiterentwicklung, Implementierung von Kundenservice-Strategien zur Steigerung der Kundenzufriedenheit und Kundenbindung",new_data_set,Kundenservice-Strategien
mehrjährige Erfahrung im Kundenservice,new_data_set,Kundenservice
Technisches Anforderungsmanagement und Ansprechpartner für nationale und internationale Kunden und Lieferanten,new_data_set,Kundenmanagement
Bereitschaft zu regelmäßigen Marktbesuchen und Lieferantenterminen im In- und Ausland,new_data_set,Kundenmanagement
Single Point of Contact für nationale und internationale Bestands- und Neukunden mit Schwerpunkt in der DACH-Region,new_data_set,Kundenmanagement
"Sie gewinnen und betreuen Kunden in der Auftragsfertigung von Wasch-, Putz- und Reinigungsmitteln in der Region DACH bzw. Europa und entwickeln diese weiter.",new_data_set,Kundenmanagement
,de_v3,Kundenkontakt
,de_v3,Kundengewinnung
,de_v3,Kundengewinnun und -betreuung
,de_v3,Kundenergebnisanalysen
,de_v2,Kundenengagement
,new_data_set,Kunden-Dossier
,new_data_set,Kundendienstleistung
,de_v3,Kundenbindung
,new_data_set,Kundenbetreuung
Beratung von Kunden bezüglich der Neugestaltung und Optimierung von Geschäftsprozessen,new_data_set,Kundenberatung
,de_v2,Kundenaufträge
Aktive Kundenakquise und Pflege bestehender Kundenkontakte,new_data_set,Kundenakquise
,de_v3,Kunden- und Serviceorientierung
,de_v3,Kulanzmanagement
,de_v3,Kühlwasser
,new_data_set,Kreditorenbuchhaltung
,de_v3,Kreditmanagement
,de_v2,Kreditberatung
Studium im Bereich Medizinmanagement mit Fokus Krankenhausorganisation,new_data_set,Krankenhausorganisation
,de_v3,Krankenhausmanagement
,new_data_set,Krankenhausbetriebstechnik
,de_v3,Kraftwerk
"Fokus auf die Schaffung der Holding für alle relevanten Operationen, einschließlich der finanziellen Performance, Controlling, Cash Management, das Berichtswesen der KPIs, um die Transparenz und Zuverlässigkeit der Buchhaltung zu verbessern, um die Entscheidungsfindung zu verbessern",new_data_set,KPI-Berichterstattung
,new_data_set,KPI
,de_v2,Kostenüberwachung
,de_v3,Kostenträgerrechnung
Kostenstellenrechnung / Kostenkalkulation / Kostencontrolling,new_data_set,Kostenstellenrechnung
,de_v3,Kostenstellencontrolling
Umsetzung der Kostenrechnung in SAP,new_data_set,Kostenrechnung
Pflege der SAP Zeitwirtschaft,new_data_set,Kostenrechnung
Des Weiteren sind Sie für die Umsetzung eines effizienten Kostenmanagements im Bereich Leistungen verantwortlich,new_data_set,Kostenmanagement
,new_data_set,Kostenkontrolle
"verantwortlich für Kostenstellenrechnung, Produktkostenkalkulation, Gemeinkostencontrolling",new_data_set,Kostenkalkulation
Des Weiteren sind Sie für die Umsetzung eines effizienten Kostenmanagements im Bereich Leistungen verantwortlich,new_data_set,Kostenkalkulation
,new_data_set,Kostenbewusstsein
,new_data_set,Kostenanalyse
,de_v2,Kosten- und Trendanalysen
Beratung bei der Auswahl von Korrosionsschutz,new_data_set,Korrosionsschutz
,de_v3,Koordinierung der Serviceeinsätze
,de_v3,Koordination der Gremienarbeit
,de_v3,Konzernrechnungslegung
,de_v2,Konzernrechnugnswesen
Fundierte Kenntnisse mit betriebswirtschaftlichen KPIs und der strategischen Unternehmensplanung,new_data_set,Konzernmanagement
,de_v3,Konzeptionelles Arbeiten
,de_v3,Konzeption von Fachveranstaltungen
Langjährige Erfahrung in der Kontraktlogistik,new_data_set,Kontraktlogistik
,new_data_set,Kontraktlogistik
"Eigenverantwortliche proaktive Akquise von Neukunden, sowie Betreuung der Key Account Kunden",new_data_set,Kontoverwaltung
Begleitung der Vertragsverhandlungen mit den Kunden,new_data_set,Kontoverwaltung
Kundenbetreuung und -einweisung,new_data_set,Kontoverwaltung
Kundenkontakt im Rahmen von Eskalationen,new_data_set,Kontoverwaltung
"Akquisition, Beratung und Betreuung der Kunden inkl. Netzwerkpflege",new_data_set,Kontoverwaltung
die fallweise Betreuung der Schlüssel-Kunden im In- und Ausland,new_data_set,Kontoverwaltung
Planung und Umsetzung von Key-Account-Strategien,new_data_set,Kontoverwaltung
Einen großen eigenen Verantwortungsbereich und weitreichenden Vertrauensvorschuss,new_data_set,Kontoverwaltung
Aktive Betreuung von Großkundinnen und Pflege wichtiger Kundinnenbeziehungen,new_data_set,Kontoverwaltung
Verantwortung für die interne Koordination eingehender Kundenanfragen mit anschließender Angebotserstellung,new_data_set,Kontoverwaltung
Starkes Großkundenmanagement und Kundenorientierung,new_data_set,Kontoverwaltung
"15+ Jahre Berufserfahrung in einer Agentur in den Bereichen Account Management, Strategie oder als Managing Director erforderlich",new_data_set,Kontoverwaltung
Vollständige Account-Management-Verantwortung und Erstellung strategischer Account-Pläne ist erforderlich,new_data_set,Kontoverwaltung
Mindestens &gt;8 Jahre im Vertrieb und Account Management im Bereich Wealth Manager/Private Banking Software,new_data_set,Kontoverwaltung
Beaufsichtigung der Lieferung und der laufenden Kundenbetreuung,new_data_set,Kontoverwaltung
Selbstständige und zielgerichtete Gewinnung neuer Kunden,new_data_set,Kontoverwaltung
Teilnahme an Besprechungen mit den Kunden,new_data_set,Kontoverwaltung
Relationship Management im Kundenstamm,new_data_set,Kontoverwaltung
Unterstützung bei „In House“ Kundenveranstaltungen,new_data_set,Kontoverwaltung
Übernahme der technischen Verhandlungen mit Kunden und Nachunternehmen,new_data_set,Kontoverwaltung
Kundenkontakt und –beratung,new_data_set,Kontoverwaltung
Sie agieren als kompetenter Ansprechpartner bei Eskalationsfällen oder komplexen Kundenanliegen,new_data_set,Kontoverwaltung
,new_data_set,Kontenabstimmung
,de_v2,Konstruktiver stahlbau
,de_v2,Konstruktiver Ingenieurbau
,de_v2,Konstruktion und Entwicklung
,de_v3,Konstruktion (Generalplanung und Fertigteilplanung)
Sie verantworten die technische Konstruktion der Gebäude als auch die Ausführungsplanung und Werksplanung,new_data_set,Konstruktion
,new_data_set,Konsolidierung
"Erfahrung mit einem Bilanzierungs- und Reportingtools, insbesondere AMI, KONSIS, SAP BA",new_data_set,KONSIS
Erfahrung mit Konsolidierungssoftware und Reporting- Tools,new_data_set,KONSIS
,de_v3,konservative Gynäkologie
,de_v3,konservative Behandlungen
,de_v2,Konfliktmanagement
,de_v3,Konditionsverhandlung
,de_v3,Konditionsgespräche
,de_v2,Kompressoren
,de_v3,komplexe Ausschreibungen
,de_v3,Kommunikation mit Fachpublikum
,de_v3,kommunale Energieversorgung
"Umfangreiche Erfahrung in der Planung, Leitung und Steuerung von komplexen Bauvorhaben, idealerweise in Gesundheitseinrichtungen.",new_data_set,kommerzielles Immobilienmanagement
"Sie haben Berufserfahrung in der Projektleitung / Projektsteuerung von größeren Bauprojekten, alternativ in den Leistungsklassen Industrie, Gewerbe, Büro, Logistik oder Wohnen",new_data_set,kommerzielles Immobilienmanagement
"Sie verfügen bereits über praxisbezogene Berufserfahrung im Bereich Immobilienfinanzierungen (Investoren, Projektentwickler und Bauträger)",new_data_set,kommerzielles Immobilienmanagement
"3-5 Jahre Berufserfahrung im Bereich Architektur, vorzugsweise in der Planung und Umsetzung von Projekten unterschiedlicher Größenordnung",new_data_set,kommerzielles Immobilienmanagement
Erfahrungen im Immobilienmanagement und in der Immobilienprojektabwicklung und ggfs. im Energiesektor,new_data_set,kommerzielles Immobilienmanagement
Sehr gute Kenntnisse aus dem Projekteinkauf von Großbaustellen oder großen Industrieanlagen,new_data_set,kommerzielles Immobilienmanagement
"Erfahrung in der Planung und Umsetzung von Bauprojekten, idealerweise im Bereich Gewerbe- oder öffentlicher Bauten",new_data_set,kommerzielles Immobilienmanagement
"Mindestens sieben bis sieben Jahre Erfahrung in der Verwaltung von Gewerbeimmobilien, einschließlich aktueller Erfahrung in der Verwaltung von Büro- und Einzelhandelsimmobilien",new_data_set,kommerzielles Immobilienmanagement
"Mehrjährige Berufserfahrung in der Immobilienwirtschaft, insbesondere in der Konzeption von geschlossenen Publikumsfonds und im Portfoliomanagement wünschenswert",new_data_set,kommerzielles Immobilienmanagement
Vollumfängliche Vermietungsverantwortung für ein gewerbliches Immobilienportfolio mit Fokus auf Büroimmobilien,new_data_set,kommerzielles Immobilienmanagement
,de_v3,Koloskopie
,de_v3,KMU Erfahrung
,de_v3,Klinisches Informationssystem
,de_v3,Klinisches Applikationsmanagement
,de_v3,klinischer Informationssysteme
Erste Erfahrungen mit klinischen Studien / der klinischen Forschung,new_data_set,Klinische Studien
,de_v3,klinische Forschung
Vertriebserfahrung im Außendienst sowie Marktkenntnisse im Bereich Lüftungs- und Klimatechnik,new_data_set,Klimatechnik
 Kälte- & Klimatechnik ,new_data_set,Klimatechnik
"Mehrjährige Berufserfahrung in der Projektabwicklung bei einem ausführenden Unternehmen im Bereich TGA – Schwerpunkt Heizung, Lüftung, Klima und Sanitär",new_data_set,Klimatechnik
,de_v2,Klimaschutzmassnahmen
,de_v3,"Klima- oder, Lüftungstechnik"
,de_v3,Kleintiermedizin
,de_v3,Kleintierernährung
,new_data_set,Kleinserienfertigung
,de_v2,Kleinserie
,de_v3,Klebstoffe
,de_v3,Klassifizierung
,de_v3,Kläranlage
"Krankenhausinformationssystemen sind die Sicherung, Veränderung und Präsentation von Informationen und Daten",new_data_set,KIS/KAS
,de_v3,KIS
,de_v2,Kinematik
,de_v3,Kinderkardiologie
,de_v2,Kinderheilkunde
,new_data_set,Kinderchirurgie
Teilnahme an am Bereitschaftsdienst in der Kinderchirurgie,new_data_set,Kinderchirurgie
,de_v3,Kinder- und Jugendpsychiatrie und Psychotherapie
,de_v3,Kinder- und Jugendmedizin
Impulsgeber:in für die Nutzung von neuen Technologien wie KI-Applikationen,new_data_set,KI-Applikationen
,de_v3,KFZ
,new_data_set,Kfm. Belange
,de_v2,Kfm. Ausbildung
,de_v3,Key-Account-Management
,de_v3,Key User SAP SD
,new_data_set,Key Account Management
,de_v3,kerntechnisches Umfeld
,de_v3,Kerntechnik
,new_data_set,Kautsch-Base
,de_v3,kaufmännisches Projektmanagement
,de_v3,kaufmännische Leitung
